dm1,dm2
-0.08937254768157747,-0.036020546699764996
-0.0894481026476014,-0.035957261885801894
-0.08902429215474131,-0.03662449094835002
-0.08920015039925705,-0.03411267498351852
-0.08933234293500956,-0.03600480344704567
-0.08946045942307775,-0.03596343448209368
-0.08936385646174418,-0.03594323201364446
-0.08946661205063768,-0.03597378716370302
-0.08911931678053343,-0.02794885560196048
-0.08925103422682579,-0.0359375728867851
-0.08904707126976105,-0.03661872483380504
-0.08936764862566579,-0.03596796067817049
-0.08936322382705822,-0.03596359655482595
-0.08932666218389317,-0.035988451592626265
-0.08889969047634894,-0.035902711761802014
-0.08936110786950498,-0.036046689957771494
-0.08932821321852509,-0.03599394618522752
-0.08935962314016337,-0.036044710690258074
-0.08931018647399877,-0.03608544374924104
-0.08888524584166337,-0.03605172946520421
-0.08901399335601438,-0.03641738337856756
-0.08903993329205875,-0.03662770537601322
-0.08905114559854903,-0.03660844166153729
-0.08937306314128196,-0.03605198295660704
-0.08922624054867216,-0.036910973792929944
-0.08905142581855209,-0.036599894641782905
-0.0890518233098251,-0.03660827518202448
-0.08932308506084656,-0.03596195787481683
-0.08899300336891937,-0.036345421677962154
-0.08935094925045958,-0.036010165649534256
-0.08889399918371534,-0.035835705237150434
-0.08904669198496663,-0.03662113466937088
-0.0847771732359602,-0.03636870149568881
-0.08937018412627871,-0.03604733705482358
-0.08876988528554133,-0.035882103101312124
-0.08905106208362627,-0.0366175520434322
-0.08905031186328452,-0.036602772111322325
-0.07642007262122245,-0.0377594554862616
-0.08944794919031217,-0.035943863910067445
-0.08388575520941698,-0.0364181018514753
-0.08945670221586553,-0.03596472797432665
-0.08846076126157967,-0.03589035621215917
-0.08904752021374772,-0.036605233439762526
-0.0838767589949468,-0.03642324985415236
-0.08890146635988931,-0.03591122975405309
-0.08902160578344927,-0.03644523450273988
-0.08914957291017099,-0.036226320707390944
-0.08937388982303092,-0.036038933667713914
-0.08933726013875472,-0.035999558812420875
-0.08935045420895196,-0.036042602293692445
-0.08898911768582085,-0.03398423127271817
-0.07644686598766225,-0.03775874448051403
-0.08893212226542375,-0.03621356573539965
